Rk,Player,Pos,Squad,Comp,90s,CPA
1542,Marco John\d9e196bf,DF,Hoffenheim,de Bundesliga,0.5,1
1543,Ben Johnson\9319781b,DF,West Ham,eng Premier League,15.5,1
1544,Luuk de Jong\abb3bb95,FW,Barcelona,es La Liga,7.3,1
1545,Joan Jordán\2a0c8ba4,MF,Sevilla,es La Liga,27.9,1
1546,Kaio Jorge\0cf465f2,MFFW,Juventus,it Serie A,1.3,1
1547,Jorginho\45db685d,MF,Chelsea,eng Premier League,25.3,1
1548,Luka Jović\4d8cd038,FW,Real Madrid,es La Liga,4.1,1
1549,José Juan Macías\1f1c8a15,FWMF,Getafe,es La Liga,2.2,1
1550,Anton Kade\6d7598d5,MFDF,Hertha BSC,de Bundesliga,0.9,1
1551,Pierre Kalulu\85f7d1be,DF,Milan,it Serie A,21.6,1
1552,Hassane Kamara\19a12bed,MFDF,Nice,fr Ligue 1,6.0,1
1553,Atakan Karazor\5762be5c,MF,Stuttgart,de Bundesliga,21.1,1
1554,Silas Katompa\de4cac2d,MFFW,Stuttgart,de Bundesliga,3.1,1
1555,Edo Kayembe\f99b71de,MF,Watford,eng Premier League,8.9,1
1556,Marc-Oliver Kempf\815c314f,DF,Stuttgart,de Bundesliga,9.3,1
1557,Kenedy\5eebbfdf,DF,Chelsea,eng Premier League,0.6,1
1558,Max Kilman\d0f72bf1,DF,Wolves,eng Premier League,29.9,1
1559,Lukas Klostermann\ca8033cb,DF,RB Leipzig,de Bundesliga,18.3,1
1560,Robin Koch\ea6bc03a,MFDF,Leeds United,eng Premier League,17.5,1
1561,Dominik Kohr\0fbecd11,MF,Mainz 05,de Bundesliga,17.9,1
1562,Aleksandr Kokorin\fec5accc,FWMF,Fiorentina,it Serie A,0.6,1
1563,Luca Koleosho\fc076f78,FW,Espanyol,es La Liga,0.0,1
1564,Viktor Kovalenko\9d60028d,MF,Spezia,it Serie A,14.7,1
1565,Rade Krunić\817c6964,MFFW,Milan,it Serie A,15.7,1
1566,Fabian Kunze\d25fee56,MF,Arminia,de Bundesliga,14.0,1
1567,Enock Kwateng\4bf69118,DF,Bordeaux,fr Ligue 1,22.2,1
1568,Andrea La Mantia\c375dfa5,FW,Empoli,it Serie A,5.4,1
1569,Maxence Lacroix\277c49ed,DF,Wolfsburg,de Bundesliga,27.7,1
1570,Vassilis Lambropoulos\591477c9,DF,Bochum,de Bundesliga,13.0,1
1571,Aymeric Laporte\119b9a8e,DF,Manchester City,eng Premier League,31.4,1
1572,Robin Le Normand\9a64e67e,DF,Real Sociedad,es La Liga,37.0,1
1573,Christopher Lenz\bbd86530,DF,Eint Frankfurt,de Bundesliga,7.4,1
1574,Jamal Lewis\efb9215a,DF,Newcastle Utd,eng Premier League,2.9,1
1575,Yanis Lhery\cc972842,FWMF,Saint-Étienne,fr Ligue 1,0.8,1
1576,Philipp Lienhart\302527b2,DF,Freiburg,de Bundesliga,31.9,1
1577,Victor Lindelöf\f5deef4c,DF,Manchester Utd,eng Premier League,26.2,1
1578,Jesse Lingard\810e3c74,FWMF,Manchester Utd,eng Premier League,4.1,1
1579,Giovani Lo Celso\d7553721,MFFW,Tottenham,eng Premier League,2.6,1
1580,Stanislav Lobotka\e1cbb531,MF,Napoli,it Serie A,18.7,1
1581,Shane Long\9f472354,FW,Southampton,eng Premier League,3.4,1
1582,Anderson Lucoqui\5569bf9a,DF,Mainz 05,de Bundesliga,8.3,1
1583,Florentino Luís\881cd6be,MF,Getafe,es La Liga,11.0,1
1584,Douglas Luiz\6f7d826d,MF,Aston Villa,eng Premier League,30.2,1
1585,Levi Lumeka\199ff86e,DFFW,Troyes,fr Ligue 1,0.7,1
1586,Charalambos Lykogiannis\5efc5389,DF,Cagliari,it Serie A,20.2,1
1587,Yohann Magnin\caa7aaea,MFDF,Clermont Foot,fr Ligue 1,19.1,1
1588,Habib Maïga\e768de1f,MFFW,Metz,fr Ligue 1,14.1,1
1589,Ainsley Maitland-Niles\e3a5814e,DF,Roma,it Serie A,5.4,1
1590,Kévin Malcuit\d6a889ea,DF,Napoli,it Serie A,3.2,1
1591,Daniel Maldini\801831fe,MF,Milan,it Serie A,1.6,1
1592,Hianga Mananga Mbock\0f86995c,MF,Brest,fr Ligue 1,8.9,1
1593,Leonardo Mancuso\311027cb,FW,Empoli,it Serie A,4.7,1
1594,Eliaquim Mangala\f520049f,DF,Saint-Étienne,fr Ligue 1,13.1,1
1595,Javier Manquillo\758dd7f0,DF,Newcastle Utd,eng Premier League,14.0,1
1596,Myziane Maolida\706a60e1,MFFW,Nice,fr Ligue 1,0.4,1
1597,Riccardo Marchizza\91d0fabf,DF,Empoli,it Serie A,15.0,1
1598,Iván Marcone\b14f755d,MF,Elche,es La Liga,9.0,1
1599,Pablo Marí\aa54ec6f,DF,Udinese,it Serie A,14.9,1
1600,Omar Marmoush\0e0102eb,FW,Wolfsburg,de Bundesliga,0.3,1
1601,Aarón Martín\2f3e911a,DF,Mainz 05,de Bundesliga,25.5,1
1602,Andrés Martín\2ae30661,FWMF,Rayo Vallecano,es La Liga,2.1,1
1603,Jonas Martin\468fdbad,MF,Rennes,fr Ligue 1,23.4,1
1604,Lucas Martínez Quarta\3ec3c1c9,DF,Fiorentina,it Serie A,15.9,1
1605,Jaime Mata\02319ad7,FW,Getafe,es La Liga,7.5,1
1606,Juan Mata\29733c72,MF,Manchester Utd,eng Premier League,2.6,1
1607,Pasquale Mazzocchi\eb0ec070,DF,Venezia,it Serie A,13.8,1
1608,James Mcatee\96593e89,MFFW,Manchester City,eng Premier League,0.2,1
1609,Facundo Medina\6f5ec8bb,DF,Lens,fr Ligue 1,28.8,1
1610,Nathan de Medina\d686dbc0,DF,Arminia,de Bundesliga,8.6,1
1611,Farid El Melali\d21e361a,FW,Angers,fr Ligue 1,0.2,1
1612,Óscar Melendo\379652be,MFFW,Espanyol,es La Liga,11.0,1
1613,Gonzalo Melero\3902e91b,MF,Levante,es La Liga,18.8,1
1614,Birger Meling\70c52749,DF,Rennes,fr Ligue 1,20.3,1
1615,Martín Merquelanz\ddd5348b,FW,Rayo Vallecano,es La Liga,1.9,1
1616,Mexer\ce492295,DF,Bordeaux,fr Ligue 1,13.6,1
1617,Georges Mikautadze\4788cb6b,FW,Metz,fr Ligue 1,0.0,1
1618,Enzo Millot\f76022e7,MF,Stuttgart,de Bundesliga,0.6,1
1619,James Milner\2f90f6b8,MFDF,Liverpool,eng Premier League,9.5,1
1620,Takumi Minamino\f833a830,FWMF,Liverpool,eng Premier League,2.1,1
1621,Tyrone Mings\8397a50c,DF,Aston Villa,eng Premier League,35.4,1
1622,Óscar Mingueza\056269d7,DF,Barcelona,es La Liga,9.9,1
1623,Jorge Miramón\7f4c7c9f,DF,Levante,es La Liga,22.0,1
1624,Juan Miranda\ead61f73,DF,Betis,es La Liga,8.7,1
1625,Dion Moise Sahi\cdc4458b,FWMF,Strasbourg,fr Ligue 1,1.4,1
1626,Cristian Molinaro\1c8c5aed,DF,Venezia,it Serie A,6.1,1
1627,Thomas Monconduit\84d94b91,MF,Lorient,fr Ligue 1,25.0,1
1628,Gonzalo Montiel\374d5158,DF,Sevilla,es La Liga,11.8,1
1629,Ilaix Moriba\f4c69aa6,MF,Valencia,es La Liga,9.1,1
1630,Loren Morón\3aa4a3be,FWMF,Espanyol,es La Liga,6.3,1
1631,Youssoufa Moukoko\6ce43701,FW,Dortmund,de Bundesliga,2.5,1
1632,Toni Moya\9e098912,MF,Alavés,es La Liga,15.4,1
1633,Nicola Murru\d183e9d6,DF,Sampdoria,it Serie A,10.9,1
1634,Kévin N'Doram\e50623a0,MF,Metz,fr Ligue 1,13.7,1
1635,Mickael Nade\a6b6fa6e,DF,Saint-Étienne,fr Ligue 1,28.5,1
1636,Nikolas Nartey\30261ba1,MFDF,Stuttgart,de Bundesliga,4.5,1
1637,Roberto Navarro\c997b942,MFFW,Real Sociedad,es La Liga,2.2,1
1638,Ximo Navarro\8db394aa,DF,Alavés,es La Liga,15.0,1
1639,Loum Ndiaye\bcfc4473,MF,Alavés,es La Liga,25.7,1
1640,Wilfred Ndidi\6b47c5db,MFDF,Leicester City,eng Premier League,18.0,1
1641,Tanguy Ndombele\5cdddffa,MF,Lyon,fr Ligue 1,7.8,1
1642,Ilija Nestorovski\b1236c63,FW,Udinese,it Serie A,2.1,1
1643,Carlos Neva\8d47bb39,DF,Granada,es La Liga,23.4,1
1644,Jessic Ngankam\bc249af8,FW,Greuther Fürth,de Bundesliga,3.8,1
1645,Saúl Ñíguez\c14bc029,MFDF,Chelsea,eng Premier League,5.3,1
1646,Mathias Normann\8996350d,MF,Norwich City,eng Premier League,18.3,1
1647,Hugo Novoa\5458f670,MFFW,RB Leipzig,de Bundesliga,1.5,1
1648,Bram Nuytinck\e33f36d5,DF,Udinese,it Serie A,22.6,1
1649,Gerzino Nyamsi\6043997c,DF,Strasbourg,fr Ligue 1,33.2,1
1650,Joel Obi\614c38fb,MFDF,Salernitana,it Serie A,12.7,1
1651,Sérgio Oliveira\947e036f,MF,Roma,it Serie A,9.9,1
1652,Amadou Onana\828657ff,MF,Lille,fr Ligue 1,15.1,1
1653,Javier Ontiveros\a83d8b0c,MFFW,Osasuna,es La Liga,0.4,1
1654,Divock Origi\43a166b4,FW,Liverpool,eng Premier League,1.5,1
1655,Milutin Osmajić\375ed9d7,FWMF,Cádiz,es La Liga,2.9,1
1656,Paulo Otávio\1cbe4984,DF,Wolfsburg,de Bundesliga,4.0,1
1657,Ambroise Oyongo\e3e05edf,DF,Montpellier,fr Ligue 1,7.3,1
1658,Exequiel Palacios\e82adcab,MF,Leverkusen,de Bundesliga,12.2,1
1659,Nicolas Pallois\779847d6,DF,Nantes,fr Ligue 1,27.2,1
1660,Matondo-Merveille Papela\b4b08774,MF,Mainz 05,de Bundesliga,0.9,1
1661,Daniel Parejo\7460ca0d,MF,Villarreal,es La Liga,30.0,1
1662,Benjamin Pavard\45a03961,DF,Bayern Munich,de Bundesliga,23.1,1
1663,Rubén Peña\1f079188,MFFW,Villarreal,es La Liga,1.5,1
1664,Nehuén Pérez\f7c491f1,DF,Udinese,it Serie A,18.8,1
1665,Nils Petersen\f93e6e94,FWMF,Freiburg,de Bundesliga,6.4,1
1666,Njegoš Petrović\0cb29e91,MF,Granada,es La Liga,10.2,1
1667,Maximilian Philipp\061e8e23,MFFW,Wolfsburg,de Bundesliga,10.7,1
1668,Krzysztof Piątek\17f3620a,FW,Hertha BSC,de Bundesliga,3.9,1
1669,Krzysztof Piątek\17f3620a,FW,Fiorentina,it Serie A,8.1,1
1670,Cristiano Piccini\32c0491f,DF,Valencia,es La Liga,3.6,1
1671,Roberto Piccoli\1cadaf34,FW,Genoa,it Serie A,2.4,1
1672,Stefan Posch\7f609bfc,DF,Hoffenheim,de Bundesliga,24.4,1
1673,Sanjin Prcić\51c30111,MF,Strasbourg,fr Ligue 1,24.3,1
1674,Riqui Puig\f090a37a,MF,Barcelona,es La Liga,5.4,1
1675,Dani Raba\ea6a7ab4,MFFW,Villarreal,es La Liga,1.0,1
1676,Nemanja Radoja\b5dd3469,MF,Levante,es La Liga,13.5,1
1677,Nemanja Radonjić\0630eb63,MF,Marseille,fr Ligue 1,0.2,1
1678,Ivan Radovanović\023937a9,DFMF,Salernitana,it Serie A,11.7,1
1679,Rafinha\0c2ac3cb,FWMF,Paris S-G,fr Ligue 1,2.4,1
1680,Antonio Raillo\b857bd29,DF,Mallorca,es La Liga,17.0,1
1681,Antonio Raimondo\ce1a6c7e,FW,Bologna,it Serie A,0.8,1
1682,Tobias Raschl\bd992863,MF,Greuther Fürth,de Bundesliga,6.6,1
1683,Jeff Reine-Adélaïde\d504b3e1,MF,Lyon,fr Ligue 1,2.2,1
1684,Karim Rekik\3376a776,DF,Sevilla,es La Liga,12.2,1
1685,Elvis Rexhbeçaj\1ae836b1,MF,Bochum,de Bundesliga,28.2,1
1686,Samuele Ricci\9823be92,MF,Empoli,it Serie A,17.0,1
1687,Chris Richards\0a3d6d2b,DF,Hoffenheim,de Bundesliga,14.5,1
1688,Tomás Rincón\f1cfc209,MFFW,Torino,it Serie A,1.8,1
1689,Marc Roca\da27e268,MF,Bayern Munich,de Bundesliga,4.2,1
1690,Rubén Rochina\ecd8c01e,MFFW,Granada,es La Liga,8.3,1
1691,Sebastian Rode\e12b0b5b,MF,Eint Frankfurt,de Bundesliga,8.4,1
1692,Mads Roerslev\57c94db2,DF,Brentford,eng Premier League,13.8,1
1693,Marko Rog\b6b2b820,MF,Cagliari,it Serie A,3.5,1
1694,Iván Romero\2fbe6af0,FW,Sevilla,es La Liga,2.0,1
1695,Marten de Roon\2a1beb34,MFDF,Atalanta,it Serie A,28.3,1
1696,Jon Rowe\8c12f884,FWMF,Norwich City,eng Premier League,2.5,1
1697,Sebastian Rudy\80f36c88,MF,Hoffenheim,de Bundesliga,8.6,1
1698,Isma Ruiz\6e36226f,MF,Granada,es La Liga,3.1,1
1699,Stefano Sabelli\0ccac09c,DF,Genoa,it Serie A,3.9,1
1700,Falaye Sacko\6388e356,DF,Saint-Étienne,fr Ligue 1,7.4,1
1701,Romain Saïss\9fbbcf39,DF,Wolves,eng Premier League,30.1,1
1702,Mamadou Sakho\87935cf3,DF,Montpellier,fr Ligue 1,28.6,1
1703,Bakary Sako\381d7d54,FWMF,Saint-Étienne,fr Ligue 1,1.7,1
1704,Albert Sambi Lokonga\1b4f1169,MF,Arsenal,eng Premier League,12.6,1
1705,Mohamed Sankoh\be625686,FW,Stuttgart,de Bundesliga,0.0,1
1706,Morgan Sanson\6e7f1353,MF,Aston Villa,eng Premier League,4.0,1
1707,Samir Santos\92b4758e,DF,Watford,eng Premier League,18.6,1
1708,Bouna Sarr\1a4b9094,DF,Bayern Munich,de Bundesliga,0.7,1
1709,Giorgio Scalvini\1e9aa637,DFMF,Atalanta,it Serie A,8.5,1
1710,Andrea Schiavone\4b55eb4d,MF,Salernitana,it Serie A,6.3,1
1711,Stefano Sensi\b70bde8f,MF,Sampdoria,it Serie A,8.4,1
1712,Salva Sevilla\75bd85ea,MF,Mallorca,es La Liga,16.7,1
1713,Luke Shaw\9c94165b,DF,Manchester Utd,eng Premier League,17.8,1
1714,Adrien Silva\d6f88a1d,MF,Sampdoria,it Serie A,12.0,1
1715,Jonathan Silva\f2308b33,DFMF,Getafe,es La Liga,2.5,1
1716,Thiago Silva\86e7deaf,DF,Chelsea,eng Premier League,29.4,1
1717,Mohamed Simakan\fcb27134,DF,RB Leipzig,de Bundesliga,22.3,1
1718,Ellis Simms\26d3b5be,FW,Everton,eng Premier League,0.7,1
1719,Leo Skiri Østigård\b35a7399,DF,Genoa,it Serie A,13.0,1
1720,William Smallbone\5e105217,MFFW,Southampton,eng Premier League,1.5,1
1721,Cédric Soares\839c14e1,DF,Arsenal,eng Premier League,16.5,1
1722,Augusto Solari\3ca6106c,MFDF,Celta Vigo,es La Liga,7.9,1
1723,Boubakary Soumaré\ae59b359,MF,Leicester City,eng Premier League,12.2,1
1724,Jerry St. Juste\90339309,DF,Mainz 05,de Bundesliga,6.7,1
1725,Pascal Stenzel\99f7e9aa,DF,Stuttgart,de Bundesliga,10.0,1
1726,Kevin Stöger\e5649a78,MFFW,Mainz 05,de Bundesliga,4.7,1
1727,Kevin Strootman\ef2e5e1a,MF,Cagliari,it Serie A,7.1,1
1728,Crysencio Summerville\df04eb4b,MFFW,Leeds United,eng Premier League,1.4,1
1729,Suso\4e219ad2,FW,Sevilla,es La Liga,4.3,1
1730,Mamadou Sylla\e5ec95f8,FW,Alavés,es La Liga,4.4,1
1731,Niklas Tauer\27270af4,DFMF,Mainz 05,de Bundesliga,5.4,1
1732,Mathys Tel\829aa60c,FWMF,Rennes,fr Ligue 1,0.6,1
1733,Nahuel Tenaglia\66654daa,DF,Alavés,es La Liga,11.9,1
1734,Corentin Tolisso\652d4c37,MF,Bayern Munich,de Bundesliga,7.8,1
1735,Rafael Tolói\c56dc39e,DF,Atalanta,it Serie A,16.0,1
1736,Fikayo Tomori\7edfbb8a,DF,Milan,it Serie A,30.2,1
1737,Pau Torres\532e1e4f,DF,Villarreal,es La Liga,31.7,1
1738,Roberto Torres\d733aa38,MFFW,Osasuna,es La Liga,9.0,1
1739,Lucas Torró\0e4fef6e,MF,Osasuna,es La Liga,30.3,1
1740,Lucas Tousart\71ec39ef,MF,Hertha BSC,de Bundesliga,21.8,1
1741,Boubacar Traoré\999ceb5f,MF,Metz,fr Ligue 1,19.2,1
1742,Ozan Tufan\17d45fb2,MF,Watford,eng Premier League,3.7,1
1743,Beñat Turrientes\068f4dec,MF,Real Sociedad,es La Liga,2.3,1
1744,Matthieu Udol\cc41f558,DF,Metz,fr Ligue 1,11.2,1
1745,Chimuanya Ugochukwu\1df4a109,MF,Rennes,fr Ligue 1,4.5,1
1746,Anthony Ujah\99be8fb5,FWMF,Union Berlin,de Bundesliga,0.4,1
1747,Antonio Vacca\444c89d9,MF,Venezia,it Serie A,11.8,1
1748,Álvaro Vadillo\61b62b33,MFDF,Espanyol,es La Liga,0.1,1
1749,Óscar Valentín\592f3158,MF,Rayo Vallecano,es La Liga,28.5,1
1750,Martin Valjent\f2c6ac01,DF,Mallorca,es La Liga,35.3,1
1751,Manu Vallejo\0bc4e720,MFFW,Alavés,es La Liga,4.1,1
1752,Manu Vallejo\0bc4e720,FWMF,Valencia,es La Liga,1.1,1
1753,Zinho Vanheusden\afbf187b,DF,Genoa,it Serie A,11.0,1
1754,Jesus Vazquez\106c142c,DF,Valencia,es La Liga,9.0,1
1755,Gabriel Veiga\35a6e5c7,MF,Celta Vigo,es La Liga,1.2,1
1756,Unai Vencedor Paris\4112ace5,MF,Athletic Club,es La Liga,26.5,1
1757,Edoardo Vergani\2873973b,FWMF,Salernitana,it Serie A,1.1,1
1758,Valerio Verre\33ecf462,MFFW,Sampdoria,it Serie A,4.7,1
1759,Valerio Verre\33ecf462,MFFW,Empoli,it Serie A,3.4,1
1760,Gabriel Vidovic\5360a956,MF,Bayern Munich,de Bundesliga,0.4,1
1761,Ronaldo Vieira\75e60d75,MF,Sampdoria,it Serie A,5.5,1
1762,Mattia Viti\75438a9a,DF,Empoli,it Serie A,16.6,1
1763,Aster Vranckx\f86cd5df,MF,Wolfsburg,de Bundesliga,12.7,1
1764,Luca Waldschmidt\e5a35ae9,MFFW,Wolfsburg,de Bundesliga,8.0,1
1765,Joel Ward\8a7ff278,DF,Crystal Palace,eng Premier League,27.6,1
1766,Daniel Wass\d83bbc54,MF,Valencia,es La Liga,17.6,1
1767,Noah Weißhaupt\dd676a97,MFFW,Freiburg,de Bundesliga,1.1,1
1768,Neco Williams\dd323728,DF,Liverpool,eng Premier League,0.1,1
1769,Harry Winks\2f7acede,MF,Tottenham,eng Premier League,10.1,1
1770,Chris Wood\4e9a0555,FW,Newcastle Utd,eng Premier League,14.7,1
1771,Xeka\f3600c02,MF,Lille,fr Ligue 1,18.0,1
1772,Yusuf Yazıcı\f5c8b425,MFFW,Lille,fr Ligue 1,5.7,1
1773,Zaydou Youssouf\e2f9bb5f,MF,Saint-Étienne,fr Ligue 1,17.3,1
1774,Denis Zakaria\384d58d9,MF,Juventus,it Serie A,6.6,1
1775,David Zima\acf7e795,DF,Torino,it Serie A,14.6,1
1776,Simon Zoller\29f7cfd9,FW,Bochum,de Bundesliga,6.6,1
1777,Yunis Abdelhamid\32c2d95f,DF,Reims,fr Ligue 1,33.1,0
1778,Charles Abi\469d3d84,FW,Saint-Étienne,fr Ligue 1,0.5,0
1779,Matthis Abline\0e46fa2f,FW,Rennes,fr Ligue 1,1.1,0
1780,Luis Abram\1f462f95,DF,Granada,es La Liga,6.2,0
1781,Francesco Acerbi\b96b595c,DF,Lazio,it Serie A,28.2,0
1782,Mohamed Achi\1e93fc5d,MF,Nantes,fr Ligue 1,0.1,0
1783,Sargis Adamyan\22919e97,FWMF,Hoffenheim,de Bundesliga,3.7,0
1784,Martin Adeline\7587446d,MFFW,Reims,fr Ligue 1,3.9,0
1785,Michel Aebischer\f9c927de,MF,Bologna,it Serie A,4.9,0
1786,Julen Agirrezabala\a2c1a8d3,GK,Athletic Club,es La Liga,4.0,0
1787,Nayef Aguerd\288e1e13,DF,Rennes,fr Ligue 1,30.4,0
1788,Álvaro Aguirre\93b054dc,FW,Rayo Vallecano,es La Liga,0.1,0
1789,Naouirou Ahamada\a6c58494,MF,Stuttgart,de Bundesliga,0.7,0
1790,Manuel Akanji\89ac64a6,DF,Dortmund,de Bundesliga,25.1,0
1791,Marley Aké\414e1f69,MFFW,Juventus,it Serie A,0.9,0
1792,Nathan Aké\eaeca114,DF,Manchester City,eng Premier League,10.3,0
1793,Maghnes Akliouche\b625b241,MFFW,Monaco,fr Ligue 1,0.6,0
1794,Paul Akouokou\31f5b89b,MF,Betis,es La Liga,5.7,0
1795,Jean-Daniel Akpa-Akpro\fdf4b948,MF,Lazio,it Serie A,3.5,0
1796,Sofiane Alakouch\5314e067,DFMF,Metz,fr Ligue 1,1.8,0
1797,Tomás Alarcón\99ea2ddd,MF,Cádiz,es La Liga,15.8,0
1798,Josué Albert\3d738df0,DF,Clermont Foot,fr Ligue 1,0.2,0
1799,Raúl Albiol\4bd414c1,DF,Villarreal,es La Liga,27.4,0
1800,Doğan Alemdar\9e17ccff,GK,Rennes,fr Ligue 1,12.0,0
1801,Mircea Alexandru Tirlea\683a1d81,DF,Alavés,es La Liga,0.2,0
1802,Alisson\7a2e46a8,GK,Liverpool,eng Premier League,36.0,0
1803,Dele Alli\cea4ee8f,MFFW,Tottenham,eng Premier League,7.3,0
1804,Giorgio Altare\aa5322d5,DF,Cagliari,it Serie A,16.3,0
1805,Hugo Álvarez\6f392eb8,FW,Celta Vigo,es La Liga,0.1,0
1806,Yeray Álvarez\3ecc11d8,DF,Athletic Club,es La Liga,20.7,0
1807,Dani Alves\c9e99e49,DF,Barcelona,es La Liga,12.2,0
1808,Ibrahim Amadou\9260926b,DFMF,Metz,fr Ligue 1,9.0,0
1809,Daniel Amartey\1a4ef233,DF,Leicester City,eng Premier League,23.6,0
1810,Jordan Amavi\22721b88,DF,Nice,fr Ligue 1,4.6,0
1811,Jordan Amavi\22721b88,DF,Marseille,fr Ligue 1,1.4,0
1812,Wisdom Amey\35b4bc62,DF,Bologna,it Serie A,0.8,0
1813,Florin Andone\dc008610,FW,Cádiz,es La Liga,2.0,0
1814,José Ángel\3024e383,DF,Osasuna,es La Liga,12.0,0
1815,Ebenezer Annan\39aa05a7,DF,Bologna,it Serie A,0.3,0
1816,Waldemar Anton\5e66fa06,DF,Stuttgart,de Bundesliga,28.8,0
1817,Josep Antoni Gayá\4a5f2032,DF,Mallorca,es La Liga,0.6,0
1818,Charles Aránguiz\56413b1f,MF,Leverkusen,de Bundesliga,17.5,0
1819,Néstor Araujo\27a013f7,DF,Celta Vigo,es La Liga,29.1,0
1820,Cameron Archer\05e8ca6d,MFFW,Aston Villa,eng Premier League,0.3,0
1821,Alphonse Areola\2f965a72,GK,West Ham,eng Premier League,1.0,0
1822,Jesús Areso\94e01ec6,DF,Osasuna,es La Liga,2.1,0
1823,Santiago Arias\fdd60087,DF,Granada,es La Liga,4.9,0
1824,Maximilian Arnold\86e119e0,MF,Wolfsburg,de Bundesliga,33.3,0
1825,Kepa Arrizabalaga\28d596a0,GK,Chelsea,eng Premier League,4.0,0
1826,Santiago Arzamendia\759d8dd7,MFDF,Cádiz,es La Liga,5.2,0
1827,Sergio Asenjo\9f0ea33f,GK,Villarreal,es La Liga,6.0,0
1828,Alejandro Asensio\b4c23f36,FW,Rayo Vallecano,es La Liga,0.1,0
1829,Harrison Ashby\b391383a,DF,West Ham,eng Premier League,0.1,0
1830,Kristoffer Askildsen\a69cc629,MF,Sampdoria,it Serie A,8.4,0
1831,Fisnik Asllani\35f67a30,MFFW,Hoffenheim,de Bundesliga,0.1,0
1832,Emil Audero\649b01d8,GK,Sampdoria,it Serie A,28.4,0
1833,Jean-Kévin Augustin\97bfa797,FWMF,Nantes,fr Ligue 1,0.9,0
1834,Ramzi Aya\6a1f66a7,DF,Salernitana,it Serie A,1.5,0
1835,Kaan Ayhan\2200181e,DF,Sassuolo,it Serie A,15.0,0
1836,Karim Azamoum\eaf71a5e,DF,Troyes,fr Ligue 1,4.3,0
1837,Iddrisu Baba\bfd381b3,MF,Mallorca,es La Liga,21.5,0
1838,Daniel Bachmann\1c0eea98,GK,Watford,eng Premier League,12.0,0
1839,Loïc Bade\114bbdee,DF,Rennes,fr Ligue 1,10.9,0
1840,Édgar Badía\e4346678,GK,Elche,es La Liga,24.0,0
1841,Benoît Badiashile\06df8256,DF,Monaco,fr Ligue 1,20.4,0
1842,Youssouph Badji\6a2b9aee,FW,Brest,fr Ligue 1,1.5,0
1843,Miguel Baeza\a98f3cbf,DF,Celta Vigo,es La Liga,0.0,0
1844,Nicola Bagnolini\ad263695,GK,Bologna,it Serie A,0.0,0
1845,Issa Bah\956a78ea,FW,Venezia,it Serie A,0.1,0
1846,Eric Bailly\a1232f4e,DF,Manchester Utd,eng Premier League,2.4,0
1847,Dénys Bain\5065d67d,DF,Brest,fr Ligue 1,2.0,0
1848,Stefan Bajic\be13e5a8,GK,Saint-Étienne,fr Ligue 1,5.7,0
1849,Abdoulaye Bakayoko\ee95585f,DF,Saint-Étienne,fr Ligue 1,3.4,0
1850,Tiemoué Bakayoko\59bf127b,MF,Milan,it Serie A,5.6,0
1851,Tommaso Baldanzi\102e2599,FW,Empoli,it Serie A,0.2,0
1852,Ibrahima Baldé\a30cb0d4,FWMF,Lens,fr Ligue 1,0.6,0
1853,Leonardo Balerdi\7c3ed041,DF,Marseille,fr Ligue 1,10.6,0
1854,Abdoulaye Bamba\7fecbcdb,DF,Angers,fr Ligue 1,5.1,0
1855,Mattia Bani\0821331c,DF,Genoa,it Serie A,13.5,0
1856,Simon Banza\be47b750,FW,Lens,fr Ligue 1,1.4,0
1857,Barbero\981c1863,MFFW,Osasuna,es La Liga,0.2,0
1858,Danilo Barbosa\0557ff4f,DF,Nice,fr Ligue 1,1.0,0
1859,Barcia\0c717ae6,DF,Granada,es La Liga,0.8,0
1860,Francesco Bardi\0acda699,GK,Bologna,it Serie A,2.0,0
1861,Aymen Barkok\a2a85828,MFFW,Eint Frankfurt,de Bundesliga,1.8,0
1862,Antonio Barragán\487d9b09,DF,Elche,es La Liga,11.3,0
1863,Leandro Barreiro Martins\00242b75,MF,Mainz 05,de Bundesliga,19.9,0
1864,Abdourahmane Barry\8df328f4,DF,Greuther Fürth,de Bundesliga,2.3,0
1865,Marc Bartra\b742cc0d,DF,Betis,es La Liga,22.1,0
1866,Daniele Baselli\ea06dd97,MFFW,Torino,it Serie A,1.7,0
1867,Toma Bašić\80556f08,MF,Bordeaux,fr Ligue 1,2.3,0
1868,Amine Bassi\ced1d98f,MF,Metz,fr Ligue 1,2.0,0
1869,Álvaro Bastida\42a028c5,MF,Cádiz,es La Liga,2.2,0
1870,Lewis Bate\cd4256d3,MF,Leeds United,eng Premier League,1.6,0
1871,Oliver Baumann\47064058,GK,Hoffenheim,de Bundesliga,33.0,0
1872,Julian Baumgartlinger\69374ff5,MF,Leverkusen,de Bundesliga,1.0,0
1873,Jon Bautista\debc6b55,FWMF,Real Sociedad,es La Liga,0.5,0
1874,Paul Baysse\2515040a,DF,Bordeaux,fr Ligue 1,0.1,0
1875,Mads Bech Sørensen\30db8574,DF,Brentford,eng Premier League,9.3,0
1876,Jan Bednarek\4115ce4e,DF,Southampton,eng Premier League,29.2,0
1877,Donny van de Beek\50dc94ce,MF,Everton,eng Premier League,5.4,0
1878,Asmir Begović\7b4de647,GK,Everton,eng Premier League,3.0,0
1879,Valon Behrami\d3d758d8,MF,Genoa,it Serie A,3.5,0
