Rk,Player,Pos,Squad,Comp,90s,1/3
2338,Ebenezer Annan\39aa05a7,DF,Bologna,it Serie A,0.3,0
2339,Josep Antoni Gayá\4a5f2032,DF,Mallorca,es La Liga,0.6,0
2340,Cameron Archer\05e8ca6d,MFFW,Aston Villa,eng Premier League,0.3,0
2341,Alphonse Areola\2f965a72,GK,West Ham,eng Premier League,1.0,0
2342,Kepa Arrizabalaga\28d596a0,GK,Chelsea,eng Premier League,4.0,0
2343,Sergio Asenjo\9f0ea33f,GK,Villarreal,es La Liga,6.0,0
2344,Alejandro Asensio\b4c23f36,FW,Rayo Vallecano,es La Liga,0.1,0
2345,Harrison Ashby\b391383a,DF,West Ham,eng Premier League,0.1,0
2346,Fisnik Asllani\35f67a30,MFFW,Hoffenheim,de Bundesliga,0.1,0
2347,Emil Audero\649b01d8,GK,Sampdoria,it Serie A,28.4,0
2348,Jean-Kévin Augustin\97bfa797,FWMF,Nantes,fr Ligue 1,0.9,0
2349,Ramzi Aya\6a1f66a7,DF,Salernitana,it Serie A,1.5,0
2350,Daniel Bachmann\1c0eea98,GK,Watford,eng Premier League,12.0,0
2351,Édgar Badía\e4346678,GK,Elche,es La Liga,24.0,0
2352,Nicola Bagnolini\ad263695,GK,Bologna,it Serie A,0.0,0
2353,Issa Bah\956a78ea,FW,Venezia,it Serie A,0.1,0
2354,Eric Bailly\a1232f4e,DF,Manchester Utd,eng Premier League,2.4,0
2355,Dénys Bain\5065d67d,DF,Brest,fr Ligue 1,2.0,0
2356,Stefan Bajic\be13e5a8,GK,Saint-Étienne,fr Ligue 1,5.7,0
2357,Cédric Bakambu\0af4dcf0,FW,Marseille,fr Ligue 1,4.0,0
2358,Tommaso Baldanzi\102e2599,FW,Empoli,it Serie A,0.2,0
2359,Ibrahima Baldé\a30cb0d4,FWMF,Lens,fr Ligue 1,0.6,0
2360,Folarin Balogun\31822f8c,FW,Arsenal,eng Premier League,0.8,0
2361,Barbero\981c1863,MFFW,Osasuna,es La Liga,0.2,0
2362,Danilo Barbosa\0557ff4f,DF,Nice,fr Ligue 1,1.0,0
2363,Barcia\0c717ae6,DF,Granada,es La Liga,0.8,0
2364,Francesco Bardi\0acda699,GK,Bologna,it Serie A,2.0,0
2365,Álvaro Bastida\42a028c5,MF,Cádiz,es La Liga,2.2,0
2366,Oliver Baumann\47064058,GK,Hoffenheim,de Bundesliga,33.0,0
2367,Paul Baysse\2515040a,DF,Bordeaux,fr Ligue 1,0.1,0
2368,Donny van de Beek\50dc94ce,MF,Manchester Utd,eng Premier League,0.8,0
2369,Asmir Begović\7b4de647,GK,Everton,eng Premier League,3.0,0
2370,Valon Behrami\d3d758d8,MF,Genoa,it Serie A,3.5,0
2371,Vid Belec\4f8ce0e1,GK,Salernitana,it Serie A,21.5,0
2372,Jeanuel Belocian\c678ddd7,DF,Rennes,fr Ligue 1,0.1,0
2373,Salim Ben Seghir\1f6298f2,FW,Marseille,fr Ligue 1,0.0,0
2374,Walter Benítez\8a2248b4,GK,Nice,fr Ligue 1,37.0,0
2375,Loris Benito\f5b6fb78,DF,Bordeaux,fr Ligue 1,0.7,0
2376,Pedro Benito\a7416105,FW,Cádiz,es La Liga,0.3,0
2377,Filip Benković\305a3820,DFFW,Udinese,it Serie A,0.1,0
2378,Alessandro Berardi\ec1f737d,GK,Hellas Verona,it Serie A,1.0,0
2379,Etrit Berisha\ee833569,GK,Torino,it Serie A,10.0,0
2380,Paul Bernardoni\28dabd43,GK,Angers,fr Ligue 1,13.0,0
2381,Paul Bernardoni\28dabd43,GK,Saint-Étienne,fr Ligue 1,19.0,0
2382,Dimitry Bertaud\380a15e2,GK,Montpellier,fr Ligue 1,9.3,0
2383,Ermin Bičakčić\7aac47fe,DF,Hoffenheim,de Bundesliga,0.1,0
2384,Jean-Claude Billong\a3e1d20d,DF,Clermont Foot,fr Ligue 1,10.9,0
2385,Tom Bischof\07d3bfec,MFFW,Hoffenheim,de Bundesliga,0.2,0
2386,Nathan Bitu Mazala\0f697e02,DF,Paris S-G,fr Ligue 1,0.1,0
2387,Bjarki Bjarkason\f1d25de7,FW,Venezia,it Serie A,0.0,0
2388,Antonin Bobichon\7d937aa1,MFFW,Angers,fr Ligue 1,0.4,0
2389,Tarsis Bonga\6ebbc28a,FW,Bochum,de Bundesliga,0.2,0
2390,Solomon Bonnah\dd7b6eb8,DF,RB Leipzig,de Bundesliga,0.1,0
2391,Yassine Bounou\f6798fc3,GK,Sevilla,es La Liga,31.0,0
2392,Dedryck Boyata\7c473e12,DF,Hertha BSC,de Bundesliga,21.1,0
2393,Claudio Bravo\10072610,GK,Betis,es La Liga,16.2,0
2394,Iker Bravo\db8c8860,FW,Leverkusen,de Bundesliga,0.1,0
2395,Fabian Bredlow\d28339cb,GK,Stuttgart,de Bundesliga,4.0,0
2396,Josip Brekalo\d4a2533d,MF,Wolfsburg,de Bundesliga,0.2,0
2397,Lewis Brunt\a2081c6b,MF,Leicester City,eng Premier League,0.3,0
2398,Sascha Burchert\25bdea4b,GK,Greuther Fürth,de Bundesliga,14.0,0
2399,Delano Burgzorg\05e2d5ea,FW,Mainz 05,de Bundesliga,0.3,0
2400,Roman Bürki\9d12e142,GK,Dortmund,de Bundesliga,1.0,0
2401,Dan Burn\b2d31e83,DF,Newcastle Utd,eng Premier League,16.0,0
2402,Jack Butland\cc70a1d5,GK,Crystal Palace,eng Premier League,8.5,0
2403,Adrián Butzke\505dce2b,FW,Granada,es La Liga,0.0,0
2404,Marcin Bułka\db87a2c4,GK,Nice,fr Ligue 1,1.0,0
2405,Willy Caballero\a179d516,GK,Southampton,eng Premier League,2.0,0
2406,Marc-Aurèle Caillard\5ee6e943,GK,Metz,fr Ligue 1,17.1,0
2407,Cala\fe05804b,DF,Cádiz,es La Liga,10.5,0
2408,Lucas Calodat\7a72e960,DF,Saint-Étienne,fr Ligue 1,0.0,0
2409,Mamadou Camara\316e70c7,FW,Troyes,fr Ligue 1,0.4,0
2410,Chem Campbell\6f711f67,MF,Wolves,eng Premier League,0.1,0
2411,Ander Capa\37f1cf47,DF,Athletic Club,es La Liga,0.0,0
2412,Francesco Caputo\5bd72174,FW,Sassuolo,it Serie A,1.7,0
2413,Cárdenas\e1846dde,GK,Levante,es La Liga,24.0,0
2414,Carmona\2dce876a,DF,Sevilla,es La Liga,0.3,0
2415,Kiko Casilla\58bc7d18,GK,Elche,es La Liga,14.0,0
2416,Francesco Cassata\96960855,MF,Genoa,it Serie A,0.1,0
2417,Koen Casteels\db401046,GK,Wolfsburg,de Bundesliga,28.0,0
2418,Emil Ceide\98a84572,FWDF,Sassuolo,it Serie A,0.6,0
2419,Leonardo César Jardim\f5dfc256,GK,Lille,fr Ligue 1,17.0,0
2420,Damir Ceter\eade5337,FW,Cagliari,it Serie A,0.1,0
2421,Julian Chabot\ae7058f9,DF,Köln,de Bundesliga,2.3,0
2422,El Chadaille Bitshiabu\2180c761,DF,Paris S-G,fr Ligue 1,0.1,0
2423,Justin Che\3c569f37,DFMF,Hoffenheim,de Bundesliga,0.5,0
2424,Chema\7f203b54,MF,Getafe,es La Liga,0.5,0
2425,Daniel Chesters\240c8ab6,MF,West Ham,eng Premier League,0.0,0
2426,Hamza Choudhury\7d2d3329,DFMF,Leicester City,eng Premier League,3.2,0
2427,Jasper Cillessen\04ac8285,GK,Valencia,es La Liga,16.2,0
2428,Giorgio Cittadini\e4ba67f2,DF,Atalanta,it Serie A,0.0,0
2429,Eray Cömert\15937e17,DF,Valencia,es La Liga,4.5,0
2430,Diego Conde\4eae5bc4,GK,Getafe,es La Liga,0.1,0
2431,Aaron Connolly\27c01749,FW,Brighton,eng Premier League,1.7,0
2432,Andrea Consigli\8cabdc1e,GK,Sassuolo,it Serie A,36.9,0
2433,Andrea Conti\8fef5412,DF,Milan,it Serie A,0.1,0
2434,Hélder Costa\f13d02a6,MF,Leeds United,eng Premier League,0.2,0
2435,Benoît Costil\2434f24a,GK,Bordeaux,fr Ligue 1,25.0,0
2436,Thibaut Courtois\1840e36d,GK,Real Madrid,es La Liga,36.0,0
2437,Alessio Cragno\f554e29b,GK,Cagliari,it Serie A,35.0,0
2438,Charlie Cresswell\4654e5f5,DF,Leeds United,eng Premier League,1.6,0
2439,Giovanni Crociata\8c964914,FW,Empoli,it Serie A,0.2,0
2440,Mickaël Cuisance\5722eced,MF,Bayern Munich,de Bundesliga,0.1,0
2441,Lennart-Marten Czyborra\7ba1f1ef,DF,Arminia,de Bundesliga,1.5,0
2442,Finn Dahmen\dee3013b,GK,Mainz 05,de Bundesliga,2.0,0
2443,Ebrima Darboe\cf043a33,MF,Roma,it Serie A,0.7,0
2444,Karl Darlow\cde3309f,GK,Newcastle Utd,eng Premier League,8.0,0
2445,Tom Davies\9228b07c,MF,Everton,eng Premier League,2.6,0
2446,Keinan Davis\9deaf2c8,FW,Aston Villa,eng Premier League,0.1,0
2447,Sebastien De Maio\952a03fe,DF,Udinese,it Serie A,2.0,0
2448,Tommaso De Nipoti\7f9d956a,MF,Atalanta,it Serie A,0.1,0
2449,Saulo Decarli\41df88b8,DF,Bochum,de Bundesliga,0.1,0
2450,Troy Deeney\82e34b69,FW,Watford,eng Premier League,0.3,0
2451,Romain Del Castillo\0be95d34,MFFW,Rennes,fr Ligue 1,0.3,0
2452,Thomas Delaney\fe641c1a,MF,Dortmund,de Bundesliga,0.2,0
2453,Liam Delap\dd897ee7,FW,Manchester City,eng Premier League,0.1,0
2454,Andy Delort\d33c706e,FW,Montpellier,fr Ligue 1,3.0,0
2455,Jason Denayer\47af88b8,DF,Lyon,fr Ligue 1,11.1,0
2456,Mike van der Hoorn\25f50295,DF,Arminia,de Bundesliga,0.2,0
2457,Arthur Desmas\e8c5dd4d,GK,Clermont Foot,fr Ligue 1,14.5,0
2458,Jacopo Dezi\e921b9db,MF,Venezia,it Serie A,0.2,0
2459,Ibrahim Diakité\d8c19a60,MF,Reims,fr Ligue 1,0.0,0
2460,Javier Díaz\17a1299d,GK,Sevilla,es La Liga,1.0,0
2461,Stole Dimitrievski\fc70e345,GK,Rayo Vallecano,es La Liga,30.8,0
2462,Andy Diouf\9b5237b1,MF,Rennes,fr Ligue 1,0.2,0
2463,Filippo Distefano\2110f96c,FW,Fiorentina,it Serie A,0.0,0
2464,Matías Dituro\b6160ad0,GK,Celta Vigo,es La Liga,38.0,0
2465,Bryan Djile Nokoué\75186a6a,DFMF,Saint-Étienne,fr Ligue 1,0.6,0
2466,Ouparine Djoco\62124972,GK,Clermont Foot,fr Ligue 1,23.5,0
2467,Marko Dmitrović\ac295d9e,GK,Sevilla,es La Liga,6.0,0
2468,Lewis Dobbin\e814e1cf,FWMF,Everton,eng Premier League,0.4,0
2469,Jaume Doménech\c9cb972b,GK,Valencia,es La Liga,3.8,0
2470,Carlos Dominguez\3521abfe,DF,Celta Vigo,es La Liga,3.8,0
2471,Mario Dominguez\d709cd5c,FW,Valencia,es La Liga,0.3,0
2472,Lee Dongjun\96d0b6f0,MF,Hertha BSC,de Bundesliga,1.3,0
2473,Gianluigi Donnarumma\08f5afaa,GK,Paris S-G,fr Ligue 1,17.0,0
2474,Lohann Doucet\dff0c299,MF,Nantes,fr Ligue 1,0.1,0
2475,Ismaël Doukouré\0512a60a,DF,Strasbourg,fr Ligue 1,0.2,0
2476,Moussa Doumbia\6481421d,FW,Reims,fr Ligue 1,1.0,0
2477,Bartłomiej Drągowski\085e71a7,GK,Fiorentina,it Serie A,6.2,0
2478,Matthieu Dreyer\fbf83734,GK,Lorient,fr Ligue 1,16.0,0
2479,Óscar Duarte\aa0ac32d,DF,Levante,es La Liga,19.7,0
2480,Martin Dúbravka\3a949a25,GK,Newcastle Utd,eng Premier League,26.0,0
2481,Unai Dufur\c261b5dd,DF,Osasuna,es La Liga,1.0,0
2482,Hugo Duro\37e103f8,DFMF,Getafe,es La Liga,0.1,0
2483,Ederson\3bb7b8b4,GK,Manchester City,eng Premier League,37.0,0
2484,CJ Egan-Riley\d313e8ff,DF,Manchester City,eng Premier League,0.0,0
2485,Julian Eitschberger\943b9602,DF,Hertha BSC,de Bundesliga,0.5,0
2486,Renaud Emond\5c9ac7f0,MFFW,Nantes,fr Ligue 1,2.1,0
2487,Gonzalo Escalante\3f79a1c8,MF,Lazio,it Serie A,0.1,0
2488,Aarón Escandell\67669ce7,GK,Granada,es La Liga,3.2,0
2489,Michael Esser\83e0eeb4,GK,Bochum,de Bundesliga,3.0,0
2490,Estanis\ace50e9f,FW,Barcelona,es La Liga,0.1,0
2491,Łukasz Fabiański\9328b835,GK,West Ham,eng Premier League,37.0,0
2492,Cesc Fàbregas\33508c78,MF,Monaco,fr Ligue 1,0.4,0
2493,Diego Falcinelli\a39b9ef6,FWMF,Bologna,it Serie A,0.7,0
2494,Wladimiro Falcone\9f5a610b,GK,Sampdoria,it Serie A,9.5,0
2495,Omar Faraj\de627c8a,FW,Levante,es La Liga,0.0,0
2496,Diego Farias\157d29b6,MFFW,Cagliari,it Serie A,0.7,0
2497,Wuilker Faríñez\2c127b6f,GK,Lens,fr Ligue 1,12.3,0
2498,Noah Fatar\2693f6bc,DFMF,Angers,fr Ligue 1,0.1,0
2499,Andrea Favilli\44510fde,FW,Genoa,it Serie A,0.4,0
2500,Adrian Fein\60097ff6,MF,Greuther Fürth,de Bundesliga,0.4,0
2501,Evan Ferguson\4596da74,MF,Brighton,eng Premier League,0.3,0
2502,Nathan Ferguson\2f8d27bc,DF,Crystal Palace,eng Premier League,0.1,0
2503,Aitor Fernández\a01c3d54,GK,Levante,es La Liga,13.0,0
2504,Álvaro Fernández\f127d782,GK,Brentford,eng Premier League,12.0,0
2505,Federico Fernández\f25b010f,DF,Newcastle Utd,eng Premier League,5.8,0
2506,Vincenzo Fiorillo\a2565f79,GK,Salernitana,it Serie A,1.0,0
2507,Mark Flekken\a92ab7be,GK,Freiburg,de Bundesliga,32.0,0
2508,Ashley Fletcher\eeb6551f,FW,Watford,eng Premier League,0.3,0
2509,Mamadou Fofana\4c4ffacc,DF,Metz,fr Ligue 1,0.4,0
2510,Thomas Fontaine\9f90c06b,DF,Lorient,fr Ligue 1,1.9,0
2511,Marcus Forss\82c215a0,FWMF,Brentford,eng Premier League,2.3,0
2512,Fraser Forster\c3e39f12,GK,Southampton,eng Premier League,19.0,0
2513,Steven Fortes\574aa9ec,DF,Lens,fr Ligue 1,1.0,0
2514,Ben Foster\d0b3ceb9,GK,Watford,eng Premier League,26.0,0
2515,Christian Früchtl\1940be91,GK,Bayern Munich,de Bundesliga,0.1,0
2516,Leo Fuhr Hjelde\d102b8a2,DF,Leeds United,eng Premier League,1.7,0
2517,Marius Funk\86314793,GK,Greuther Fürth,de Bundesliga,8.0,0
2518,Stephan Fürstner\18c2e247,MF,Mainz 05,de Bundesliga,0.1,0
2519,Gianluca Gaetano\3b387cc7,MF,Napoli,it Serie A,0.2,0
2520,Luca Gagliano\1d00a56c,MFDF,Cagliari,it Serie A,0.1,0
2521,Gauthier Gallon\db3164e1,GK,Troyes,fr Ligue 1,31.0,0
2522,Joan García\87b498b0,GK,Espanyol,es La Liga,1.2,0
2523,Saúl García\dafa5038,FW,Alavés,es La Liga,0.0,0
2524,Alejandro Garnacho\7aa8adfe,FW,Manchester Utd,eng Premier League,0.1,0
2525,Djeidi Gassama\bbdb2789,FW,Paris S-G,fr Ligue 1,0.0,0
2526,Dwight Gayle\e58a03c6,FW,Newcastle Utd,eng Premier League,0.4,0
2527,Jean-Philippe Gbamin\6bd603db,MF,Everton,eng Premier League,0.7,0
2528,David de Gea\7ba6d84e,GK,Manchester Utd,eng Premier League,38.0,0
2529,Luca Gemello\53e494ec,GK,Torino,it Serie A,1.0,0
2530,Lamine Ghezali\ce84946a,DF,Saint-Étienne,fr Ligue 1,0.0,0
2531,Rafał Gikiewicz\17376543,GK,Augsburg,de Bundesliga,34.0,0
2532,Mario Gila\9c435456,DF,Real Madrid,es La Liga,0.3,0
2533,Daniel Ginczek\e5f63987,MFFW,Wolfsburg,de Bundesliga,0.1,0
2534,Sebastian Giovinco\2b7c18ae,MF,Sampdoria,it Serie A,0.4,0
2535,Edoardo Goldaniga\4b029b31,MFDF,Sassuolo,it Serie A,0.0,0
2536,Alfred Gomis\cecbce23,GK,Rennes,fr Ligue 1,25.0,0
2537,Diego González\4ac7608e,DF,Elche,es La Liga,19.9,0
2538,Roberto González\56545648,FWMF,Betis,es La Liga,1.5,0
2539,Kaide Gordon\19a9cb70,FW,Liverpool,eng Premier League,0.1,0
2540,Dan Gosling\7fec31a0,MF,Watford,eng Premier League,1.8,0
2541,Jens Grahl\f26dee6b,GK,Eint Frankfurt,de Bundesliga,1.0,0
2542,Jaume Grau\fc3d2006,MF,Osasuna,es La Liga,0.0,0
2543,Ivo Grbić\3f034750,GK,Lille,fr Ligue 1,21.0,0
2544,Etienne Green\667b65da,GK,Saint-Étienne,fr Ligue 1,13.3,0
2545,Dominik Greif\30061f53,GK,Mallorca,es La Liga,1.0,0
2546,Clément Grenier\8b298f56,MF,Mallorca,es La Liga,0.7,0
2547,Sebastian Griesbeck\a8db7ebb,MF,Union Berlin,de Bundesliga,0.1,0
2548,Lennart Grill\37998008,GK,Leverkusen,de Bundesliga,1.0,0
2549,Vicente Guaita\ab13a5aa,GK,Crystal Palace,eng Premier League,29.5,0
2550,Noah Guede-Nadje\94b442c0,FW,Angers,fr Ligue 1,0.0,0
2551,Yanis Guermouche\642f9f79,MFFW,Montpellier,fr Ligue 1,0.1,0
2552,Péter Gulácsi\bcb2ccd8,GK,RB Leipzig,de Bundesliga,33.0,0
2553,Angus Gunn\e082af5b,GK,Norwich City,eng Premier League,9.0,0
2554,Marcos Mauro López Gutiérrez\b3b62f94,DF,Cádiz,es La Liga,1.5,0
2555,Pierre-Yves Hamel\a99da9ec,FWDF,Lorient,fr Ligue 1,0.3,0
2556,Samir Handanović\74419746,GK,Inter,it Serie A,37.0,0
2557,Luis Hartwig\a3f30508,MF,Bochum,de Bundesliga,0.0,0
2558,Kortney Hause\bf8fad51,DF,Aston Villa,eng Premier League,4.4,0
2559,Dominique Heintz\699fb8db,DF,Union Berlin,de Bundesliga,5.2,0
2560,Dominique Heintz\699fb8db,DF,Freiburg,de Bundesliga,0.3,0
2561,Jeff Hendrick\989d5705,MF,Newcastle Utd,eng Premier League,0.8,0
2562,Wayne Hennessey\76eca7e2,GK,Burnley,eng Premier League,2.0,0
2563,Kike Hermoso\dea912dc,DF,Betis,es La Liga,1.0,0
2564,Sergio Herrera\a4995f48,GK,Osasuna,es La Liga,36.0,0
2565,Daan Heymans\6d70c771,MFFW,Venezia,it Serie A,2.8,0
2566,Marwin Hitz\2e7ff968,GK,Dortmund,de Bundesliga,4.5,0
2567,Justin Hoogma\816192f0,DF,Greuther Fürth,de Bundesliga,3.0,0
2568,Sydney van Hooijdonk\5b418e15,FWMF,Bologna,it Serie A,0.4,0
2569,Matthew Hoppe\1bc432b7,FW,Mallorca,es La Liga,1.5,0
2570,Timo Horn\3cd9e95a,GK,Köln,de Bundesliga,13.0,0
2571,Lukáš Hrádecký\ad3389d5,GK,Leverkusen,de Bundesliga,32.0,0
2572,Robert Ibáñez\c7429db3,MF,Osasuna,es La Liga,1.0,0
2573,Juan Ignacio Ramírez\ad513a6b,FW,Saint-Étienne,fr Ligue 1,1.4,0
2574,Marcus Ingvartsen\271b8617,MF,Union Berlin,de Bundesliga,1.4,0
2575,Nikita Iosifov\4c2fa917,MF,Villarreal,es La Liga,0.0,0
2576,Wilson Isidor\a671316d,FWMF,Monaco,fr Ligue 1,0.6,0
2577,Marin Jakoliš\96f4ebc0,FW,Angers,fr Ligue 1,2.5,0
2578,Pontus Jansson\172e52d8,DF,Brentford,eng Premier League,36.9,0
2579,Marco John\d9e196bf,DF,Hoffenheim,de Bundesliga,0.5,0
2580,Lenny Joseph\d1828392,FWMF,Metz,fr Ligue 1,1.7,0
2581,Gideon Jung\a2e7de6f,DF,Greuther Fürth,de Bundesliga,1.6,0
2582,Christian Kabasele\914ab9a1,DF,Watford,eng Premier League,13.3,0
2583,Dimitrije Kamenović\d3e0c826,DF,Lazio,it Serie A,0.5,0
2584,Stefanos Kapino\62ba5881,GK,Arminia,de Bundesliga,1.0,0
2585,Noah Katterbach\e27de4fa,DF,Köln,de Bundesliga,0.2,0
2586,Eiji Kawashima\a4527d33,GK,Strasbourg,fr Ligue 1,1.0,0
2587,Moise Kean\3d50bcdb,FW,Everton,eng Premier League,0.0,0
2588,Habib Keita\cc588cbe,MFFW,Lyon,fr Ligue 1,0.1,0
2589,Caoimhín Kelleher\62d7ef38,GK,Liverpool,eng Premier League,2.0,0
2590,Dimitrios Keramitsis\6f30a1d5,DF,Roma,it Serie A,0.0,0
2591,Luca Kilian\610aa1e9,FW,Mainz 05,de Bundesliga,0.0,0
2592,Kristoffer Klaesson\3f70db80,GK,Leeds United,eng Premier League,0.4,0
2593,Gregor Kobel\cd59b9df,GK,Dortmund,de Bundesliga,28.5,0
2594,Samuel Koeberlé\6751b938,MF,Reims,fr Ligue 1,0.0,0
2595,Aleksandr Kokorin\fec5accc,FWMF,Fiorentina,it Serie A,0.6,0
2596,Sead Kolašinac\3935e52e,DF,Arsenal,eng Premier League,1.0,0
2597,Luca Koleosho\fc076f78,FW,Espanyol,es La Liga,0.0,0
2598,Alex Král\e717705a,MF,West Ham,eng Premier League,0.0,0
2599,Julian Kristoffersen\b804c280,FW,Salernitana,it Serie A,0.1,0
2600,Tim Krul\f23f9d20,GK,Norwich City,eng Premier League,29.0,0
2601,Mykola Kukharevych\8197a269,FW,Troyes,fr Ligue 1,0.2,0
2602,Alban Lafont\4e7db402,GK,Nantes,fr Ligue 1,38.0,0
2603,Víctor Laguardia\b7c99b9b,DF,Alavés,es La Liga,33.8,0
2604,Jamaal Lascelles\450ab6fc,DF,Newcastle Utd,eng Premier League,22.9,0
2605,Patrick Leal\d97ec0d1,MF,Venezia,it Serie A,0.0,0
2606,Jean-Louis Leca\edbe46dc,GK,Lens,fr Ligue 1,25.7,0
2607,Félix Lemaréchal\8ca9415f,MF,Monaco,fr Ligue 1,0.1,0
2608,Bernd Leno\2628fd2b,GK,Arsenal,eng Premier League,4.0,0
2609,Alexandre Letellier\96fcd380,GK,Paris S-G,fr Ligue 1,0.1,0
2610,Jamal Lewis\efb9215a,DF,Newcastle Utd,eng Premier League,2.9,0
2611,Luca Lezzerini\c9c32262,GK,Venezia,it Serie A,5.5,0
2612,Anderson Lima\59be3a74,MF,Lazio,it Serie A,0.7,0
2613,Andreas Linde\4d6a842d,GK,Greuther Fürth,de Bundesliga,12.0,0
2614,Hugo Lloris\8f62b6ee,GK,Tottenham,eng Premier League,38.0,0
2615,Jürgen Locadia\6cc47ae1,FW,Brighton,eng Premier League,0.3,0
2616,Kevin Long\5a4280b1,DF,Burnley,eng Premier League,4.6,0
2617,Shane Long\9f472354,FW,Southampton,eng Premier League,3.4,0
2618,Anthony Lopes\f00de885,GK,Lyon,fr Ligue 1,33.1,0
2619,Diego López\73683fa9,GK,Espanyol,es La Liga,35.3,0
2620,Pau López\20b9f052,GK,Marseille,fr Ligue 1,29.0,0
2621,Jonas Lössl\939bc634,GK,Brentford,eng Premier League,2.0,0
2622,Marcel Lotka\5584552e,GK,Hertha BSC,de Bundesliga,9.8,0
2623,Johaneko Louisjean\9af3613f,DF,Bordeaux,fr Ligue 1,0.1,0
2624,Matteo Lovato\5fa57166,DF,Cagliari,it Serie A,13.8,0
2625,Luismi\acf5410c,FW,Sevilla,es La Liga,0.1,0
2626,Andriy Lunin\3061e1ec,GK,Real Madrid,es La Liga,2.0,0
2627,Andrey Lunyov\8a6ab963,GK,Leverkusen,de Bundesliga,1.0,0
2628,Andreas Luthe\7fe12375,GK,Union Berlin,de Bundesliga,27.0,0
2629,Yannis M'Bemba\080de72a,DFFW,Nantes,fr Ligue 1,0.1,0
2630,Niki Mäenpää\14a96e1c,GK,Venezia,it Serie A,16.5,0
2631,Louis Mafouta\bec3d251,FW,Metz,fr Ligue 1,5.8,0
2632,Matej Maglica\36cf2caf,DF,Stuttgart,de Bundesliga,0.1,0
2633,Giangiacomo Magnani\cce9f582,DF,Sampdoria,it Serie A,2.7,0
2634,Mike Maignan\fcb38f57,GK,Milan,it Serie A,32.0,0
2635,Josh Maja\bc0bfc64,FW,Bordeaux,fr Ligue 1,0.1,0
2636,Lennard Maloney\75402e99,DF,Dortmund,de Bundesliga,0.1,0
2637,Giorgi Mamardashvili\d4b73232,GK,Valencia,es La Liga,18.0,0
2638,Steve Mandanda\1d2d5cc8,GK,Marseille,fr Ligue 1,9.0,0
2639,Anthony Mandrea\f7d3a773,GK,Angers,fr Ligue 1,10.0,0
2640,Myziane Maolida\706a60e1,MFFW,Nice,fr Ligue 1,0.4,0
2641,Marcelo\e3d0b0c4,DF,Lyon,fr Ligue 1,2.0,0
2642,Davide Marfella\880fcdbb,GK,Napoli,it Serie A,0.1,0
2643,Mika Màrmol\e7630876,DF,Barcelona,es La Liga,0.0,0
2644,Omar Marmoush\0e0102eb,FW,Wolfsburg,de Bundesliga,0.3,0
2645,Martín\cbec0059,MF,Cádiz,es La Liga,1.3,0
2646,Carlos Martín\64035864,DF,Atlético Madrid,es La Liga,0.1,0
2647,Iván Martín\ae48c5cb,MF,Alavés,es La Liga,1.8,0
2648,Emiliano Martínez\7956236f,GK,Aston Villa,eng Premier League,36.0,0
2649,Josep Martinez\11d8aff0,GK,RB Leipzig,de Bundesliga,1.0,0
2650,Andrea Masiello\e0314d87,DF,Genoa,it Serie A,5.7,0
2651,Chrislain Matsima\cf1ef7ec,DF,Monaco,fr Ligue 1,1.5,0
2652,Luís Maximiano\3318286e,GK,Granada,es La Liga,33.8,0
2653,Borja Mayoral\64e8ed6d,FWDF,Roma,it Serie A,1.1,0
2654,Derek Mazou-Sacko\810edef9,FWDF,Troyes,fr Ligue 1,0.0,0
2655,Ibrahima Mbaye\cfbf9881,DF,Bologna,it Serie A,1.2,0
2656,Jason Mbock\890bc029,FW,Angers,fr Ligue 1,0.2,0
2657,Moustapha Mbow\3f3a2cba,DF,Reims,fr Ligue 1,1.0,0
2658,James Mcatee\96593e89,MFFW,Manchester City,eng Premier League,0.2,0
2659,Kasey McAteer\b2c66859,FW,Leicester City,eng Premier League,0.0,0
2660,Liam McCarron\076bb352,FW,Leeds United,eng Premier League,0.1,0
2661,Alex McCarthy\36c2ca73,GK,Southampton,eng Premier League,17.0,0
2662,Stuart McKinstry\1000a059,MF,Leeds United,eng Premier League,0.0,0
2663,Admir Mehmedi\b500b384,MF,Wolfsburg,de Bundesliga,0.0,0
2664,Farid El Melali\d21e361a,FW,Angers,fr Ligue 1,0.2,0
2665,Pedro Mendes\6690ef25,DF,Montpellier,fr Ligue 1,0.2,0
2666,Tomás Mendes\45f771db,MF,Alavés,es La Liga,0.1,0
2667,Edouard Mendy\33887998,GK,Chelsea,eng Premier League,34.0,0
2668,Alex Meret\9413b19f,GK,Napoli,it Serie A,6.9,0
2669,Illan Meslier\6b625ac2,GK,Leeds United,eng Premier League,37.6,0
2670,Kingsley Michael\e63e122d,MF,Bologna,it Serie A,0.8,0
2671,Edouard Michut\fe6c1add,MF,Paris S-G,fr Ligue 1,0.8,0
2672,Valentin Mihaila\81a4c239,FWMF,Atalanta,it Serie A,0.8,0
2673,Mikael\33502726,FWMF,Salernitana,it Serie A,1.0,0
2674,Hilmir Mikaelsson\5add9b29,FW,Venezia,it Serie A,0.2,0
2675,Georges Mikautadze\4788cb6b,FW,Metz,fr Ligue 1,0.0,0
2676,Vanja Milinković-Savić\9fa26bc2,GK,Torino,it Serie A,27.0,0
2677,Yerry Mina\6d5701f2,DF,Everton,eng Premier League,9.4,0
